RAW_NAME,CANONICAL_NAME,MANUFACTURER_ID
BECTON DICKINSON INFUSION THERAPY SYSTEMS INC.,BECTON DICKINSON INFUSION THERAPY SYSTEMS INC.,429865
BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A DE C.V.,BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A DE C.V.,73069
BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A. DE C.V.,BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A. DE C.V.,189606
BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A. DE C.V./BECTON DICKINSON AND COMPANY,BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. S.A. DE C.V./BECTON DICKINSON AND COMPANY,27874
BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. SA DE CV,BECTON DICKINSON INFUSION THERAPY SYSTEMS INC. SA DE CV,82341
"BECTON DICKINSON INFUSION THERAPY SYSTEMS, INC.","BECTON DICKINSON INFUSION THERAPY SYSTEMS, INC.",658111
BECTON DICKINSON MEDICAL (SINGAPORE),BECTON DICKINSON MEDICAL (SINGAPORE),156055
"BECTON DICKINSON MEDICAL DEVICES CO., LTD. SUZHOU","BECTON DICKINSON MEDICAL DEVICES CO., LTD. SUZHOU",201909
BECTON DICKINSON MEDICAL SYSTEMS,BECTON DICKINSON MEDICAL SYSTEMS,337870
"BECTON DICKINSON, S.A.","BECTON DICKINSON, S.A.",401659
BECTON DICKINSON/BECTON DICKINSON AND COMPANY,BECTON DICKINSON/BECTON DICKINSON AND COMPANY,681763
"BECTON DICKINSON/CAREFUSION 303, INC.","BECTON DICKINSON/CAREFUSION 303, INC.",800883
"BECTON DICKNSON AND CO. - DUN LAOGHAIRE CO, IRELAND","BECTON DICKNSON AND CO. - DUN LAOGHAIRE CO, IRELAND",524243
"BECTON, DICKINSON & CO.","BECTON, DICKINSON & CO.",207630
"BECTON, DICKINSON & CO. (BROKEN BOW)","BECTON, DICKINSON & CO. (BROKEN BOW)",758414
"BECTON, DICKINSON & CO. (SPARKS)","BECTON, DICKINSON & CO. (SPARKS)",724549
"BECTON, DICKINSON & CO., (BD)","BECTON, DICKINSON & CO., (BD)",89330
"BECTON, DICKINSON AND CO","BECTON, DICKINSON AND CO",408680
"BECTON, DICKINSON AND CO.","BECTON, DICKINSON AND CO.",426941
"BECTON, DICKINSON AND COMPANY","BECTON, DICKINSON AND COMPANY",553195
"BECTON, DICKINSON AND COMPANY (BD)","BECTON, DICKINSON AND COMPANY (BD)",746491
"BECTON, DICKINSON AND COMPANY / CAREFUSION 2200, INC.","BECTON, DICKINSON AND COMPANY / CAREFUSION 2200, INC.",354713
"BECTON, DICKINSON AND COMPANY INC","BECTON, DICKINSON AND COMPANY INC",460680
"BECTON, DICKINSON AND COMPANY, BD BIOSCIENCES","BECTON, DICKINSON AND COMPANY, BD BIOSCIENCES",859524
"BECTON, DICKINSON AND COMPANY/BD","BECTON, DICKINSON AND COMPANY/BD",242329
"BECTON, DICKINSON INFUSION THERAPY SYSTEMS INC.","BECTON, DICKINSON INFUSION THERAPY SYSTEMS INC.",311052
"BECTON, DICKINSON, & COMPANY/ BD RAPID DIAGNOSTICS (SUZHOU) CO. LTD.","BECTON, DICKINSON, & COMPANY/ BD RAPID DIAGNOSTICS (SUZHOU) CO. LTD.",172209
BEDS BY GEORGE,BEDS BY GEORGE,549891
BEEKLEY CORPORATION,BEEKLEY CORPORATION,637434
BEILUN PLASTECH INC,BEILUN PLASTECH INC,607091
BEKA HOSPITEC / HARBOR MEDICAL INC.,BEKA HOSPITEC / HARBOR MEDICAL INC.,34934
BELIMED AG,BELIMED AG,21675
BELLCO SRL,BELLCO SRL,38661
BELMONT,BELMONT,853631
BELMONT INSTRUMENT CORPORATION,BELMONT INSTRUMENT CORPORATION,799347
BELMONT MEDICAL TECHNOLOGIES,BELMONT MEDICAL TECHNOLOGIES,301001
BEMER INT. AG,BEMER INT. AG,580537
BEMIS DE MEXICO,BEMIS DE MEXICO,522234
"BEMIS DE MEXICO, SA DE CV","BEMIS DE MEXICO, SA DE CV",883338
BENCHMARK,BENCHMARK,606647
BERCHTOLD GMBH & CO. KG,BERCHTOLD GMBH & CO. KG,443061
BERKELEY MEDEVICES,BERKELEY MEDEVICES,615484
BERLIN HEART GMBH,BERLIN HEART GMBH,172679
"BERLIN HEART, INC.","BERLIN HEART, INC.",569473
"BEST SANITIZERS, INC.","BEST SANITIZERS, INC.",351745
BETA BIONICS,BETA BIONICS,551406
"BETA BIONICS, INC","BETA BIONICS, INC",867821
"BETA BIONICS, INC.","BETA BIONICS, INC.",804837
BIEDERMANN MOTECH GMBH & CO. KG,BIEDERMANN MOTECH GMBH & CO. KG,299292
"BIGFOOT BIOMEDICAL, INC.","BIGFOOT BIOMEDICAL, INC.",582751
"BIGFOOT BIOMEDICAL,.INC","BIGFOOT BIOMEDICAL,.INC",625724
BIMINI HEALTH TECH,BIMINI HEALTH TECH,788008
"BIO MED SCIENCES, INC","BIO MED SCIENCES, INC",629209
BIO-DETEK INC.,BIO-DETEK INC.,241420
BIO-DETEK INCORPORATED,BIO-DETEK INCORPORATED,869763
"BIO-MEDICAL DEVICES, INC.","BIO-MEDICAL DEVICES, INC.",657132
BIO-RAD LABORATORIES,BIO-RAD LABORATORIES,39241
BIO-RAD LABORATORIES INC.,BIO-RAD LABORATORIES INC.,477986
"BIO-RAD LABORATORIES, INC","BIO-RAD LABORATORIES, INC",164359
"BIO-RAD LABORATORIES, INC.","BIO-RAD LABORATORIES, INC.",509744
BIO-RAD MEDICAL DIAGNOSTICS GMBH,BIO-RAD MEDICAL DIAGNOSTICS GMBH,413057
BIO-TECHNOLOGY GENERAL (ISRAEL) LTD,BIO-TECHNOLOGY GENERAL (ISRAEL) LTD,198178
BIO-TECHNOLOGY GENERAL (ISRAEL) LTD.,BIO-TECHNOLOGY GENERAL (ISRAEL) LTD.,368690
"BIO-TECHNOLOGY GENERAL (ISRAEL) LTD. / FERRING PHARMACEUTICALS, INC.","BIO-TECHNOLOGY GENERAL (ISRAEL) LTD. / FERRING PHARMACEUTICALS, INC.",761024
BIO-TECHNOLOGY GENERAL (ISRAEL) LTD. C/O FERRING PHARMACEUTICALS INC.,BIO-TECHNOLOGY GENERAL (ISRAEL) LTD. C/O FERRING PHARMACEUTICALS INC.,841198
BIOARRAY SOLUTIONS,BIOARRAY SOLUTIONS,888545
BIOARRAY SOLUTIONS LTD.,BIOARRAY SOLUTIONS LTD.,8677
BIOCOMPATIBLES UK LIMITED,BIOCOMPATIBLES UK LIMITED,164044
BIOCOMPATIBLES UK LTD,BIOCOMPATIBLES UK LTD,774015
BIOCOMPOSITES LTD,BIOCOMPOSITES LTD,675023
"BIODERM, INC.","BIODERM, INC.",367259
"BIOFIRE DIAGNOSTICS, LLC","BIOFIRE DIAGNOSTICS, LLC",9012
BIOHORIZIONS IMPLANT SYSTEMS,BIOHORIZIONS IMPLANT SYSTEMS,227802
BIOHORIZONS,BIOHORIZONS,654445
BIOHORIZONS IMPLANT SYSTEMS,BIOHORIZONS IMPLANT SYSTEMS,384014
BIOHORIZONS INC,BIOHORIZONS INC,559058
BIOHORIZONS INC.,BIOHORIZONS INC.,188415
"BIOHORIZONS, INC.","BIOHORIZONS, INC.",457993
BIOLIFE PLASMA SERVICES L.P.,BIOLIFE PLASMA SERVICES L.P.,213592
BIOLYTICAL LABORATORIES INC,BIOLYTICAL LABORATORIES INC,448628
"BIOMEDICAL DEVICES, INC.","BIOMEDICAL DEVICES, INC.",210628
BIOMEDICAL LIFE SYSTEMS INC.,BIOMEDICAL LIFE SYSTEMS INC.,318273
"BIOMERIEUX , INC.","BIOMERIEUX , INC.",419897
BIOMERIEUX INC,BIOMERIEUX INC,53224
BIOMERIEUX INC.,BIOMERIEUX INC.,518265
BIOMERIEUX ITALIA S P A.,BIOMERIEUX ITALIA S P A.,752424
BIOMERIEUX ITALIA S.P.A,BIOMERIEUX ITALIA S.P.A,39309
BIOMERIEUX ITALIA S.P.A.,BIOMERIEUX ITALIA S.P.A.,869542
BIOMERIEUX S.A.,BIOMERIEUX S.A.,794491
BIOMERIEUX SA,BIOMERIEUX SA,376446
"BIOMERIEUX, INC","BIOMERIEUX, INC",800997
"BIOMERIEUX, INC.","BIOMERIEUX, INC.",256775
"BIOMERIEUX, SA","BIOMERIEUX, SA",270080
"BIOMERIEUX,SA","BIOMERIEUX,SA",652545
BIOMET 3I,BIOMET 3I,214311
BIOMET FRANCE S.A.R.L.,BIOMET FRANCE S.A.R.L.,440004
BIOMET INC.,BIOMET INC.,150582
BIOMET MICROFIXATION,BIOMET MICROFIXATION,67906
"BIOMET ORTHOPEDICS, INC. / ZIMMER BIOMET","BIOMET ORTHOPEDICS, INC. / ZIMMER BIOMET",575950
"BIOMET ORTHOPEDICS, LLC","BIOMET ORTHOPEDICS, LLC",493237
"BIOMET SPAIN, S.L.","BIOMET SPAIN, S.L.",270701
BIOMET SPINE LLC,BIOMET SPINE LLC,620011
BIOMET UK LTD.,BIOMET UK LTD.,44327
"BIOMET, INC.","BIOMET, INC.",566684
BIOMÉRIEUX ITALIA S.P.A.,BIOMÉRIEUX ITALIA S.P.A.,100887
BIOMÉRIEUX SA,BIOMÉRIEUX SA,711738
"BIOMÉRIEUX, INC","BIOMÉRIEUX, INC",309957
"BIOMÉRIEUX, INC.","BIOMÉRIEUX, INC.",331482
"BIOMÉRIEUX, SA","BIOMÉRIEUX, SA",56552
"BIONESS, INC.","BIONESS, INC.",717434
BIOS,BIOS,860173
BIOS SRL,BIOS SRL,895517
BIOSENSE WEBSTER,BIOSENSE WEBSTER,307562
BIOSENSE WEBSTER INC,BIOSENSE WEBSTER INC,25925
"BIOSENSE WEBSTER INC,","BIOSENSE WEBSTER INC,",98412
BIOSENSE WEBSTER INC.,BIOSENSE WEBSTER INC.,195480
"BIOSENSE WEBSTER, INC.","BIOSENSE WEBSTER, INC.",724402
BIOSPHERE MEDICAL SA,BIOSPHERE MEDICAL SA,38863
BIOTECH DENTAL,BIOTECH DENTAL,649019
"BIOTRACE MEDICAL, INC.","BIOTRACE MEDICAL, INC.",476601
BIOTRONIK,BIOTRONIK,108844
BIOTRONIK AG,BIOTRONIK AG,801133
"BIOTRONIK AG, BUELACH, SWITZERLAND","BIOTRONIK AG, BUELACH, SWITZERLAND",843180
BIOTRONIK INC.,BIOTRONIK INC.,898544
BIOTRONIK SE  CO. KG,BIOTRONIK SE  CO. KG,728844
BIOTRONIK SE & CO. KG,BIOTRONIK SE & CO. KG,580673
"BIOTRONIK, INC.","BIOTRONIK, INC.",397688
"BIOVENTUS / SEIKAGAKU CORP., TAKAHAGI PLANT","BIOVENTUS / SEIKAGAKU CORP., TAKAHAGI PLANT",311238
BIOVENTUS LLC,BIOVENTUS LLC,791076
BIOVENTUS LLC.,BIOVENTUS LLC.,514320
"BIOVENTUS, LLC.","BIOVENTUS, LLC.",6512
BIRD PRODUCTS CORP.,BIRD PRODUCTS CORP.,774449
BLISS HEALTH PRODUCTS CO. LTD,BLISS HEALTH PRODUCTS CO. LTD,493764
"BLISS HEALTH PRODUCTS CO., LTD.","BLISS HEALTH PRODUCTS CO., LTD.",370276
"BLOCK DRUG CO., INC.","BLOCK DRUG CO., INC.",257491
BLOOD GLUCOSE MONITORING SYSTEM,BLOOD GLUCOSE MONITORING SYSTEM,292222
BLUE BELT TECHNOLOGIES,BLUE BELT TECHNOLOGIES,701651
"BLUE BELT TECHNOLOGIES,","BLUE BELT TECHNOLOGIES,",546475
"BLUE BELT TECHNOLOGIES, DIV OF SMITH AND NEPHEW","BLUE BELT TECHNOLOGIES, DIV OF SMITH AND NEPHEW",495059
BLUE FUZION GROUP LIMITED,BLUE FUZION GROUP LIMITED,175004
"BMC MEDICAL CO., LTD","BMC MEDICAL CO., LTD",260367
BODYCAD LABORATORIES INC,BODYCAD LABORATORIES INC,484393
BODYCAD LABORATORIES INC.,BODYCAD LABORATORIES INC.,237742
BOLDER SURGICAL,BOLDER SURGICAL,291785
"BOLDER SURGICAL, LLC","BOLDER SURGICAL, LLC",483240
BOLTON MEDICAL INC.,BOLTON MEDICAL INC.,639172
"BOLTON MEDICAL, INC.","BOLTON MEDICAL, INC.",497861
BOMIMED,BOMIMED,97430
BONESUPPORT AB,BONESUPPORT AB,163502
BOSTON SCIENTIFC CORPORATION,BOSTON SCIENTIFC CORPORATION,187161
BOSTON SCIENTIFIC,BOSTON SCIENTIFIC,141851
BOSTON SCIENTIFIC - MINN,BOSTON SCIENTIFIC - MINN,152477
BOSTON SCIENTIFIC - MINNETONKA,BOSTON SCIENTIFIC - MINNETONKA,397232
BOSTON SCIENTIFIC CLONMEL LTD,BOSTON SCIENTIFIC CLONMEL LTD,82526
BOSTON SCIENTIFIC CORK LIMITED,BOSTON SCIENTIFIC CORK LIMITED,701567
BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,887942
BOSTON SCIENTIFIC CORP.,BOSTON SCIENTIFIC CORP.,445243
"BOSTON SCIENTIFIC CORP., MARINA BAY CUST. FULFILLMENT CENTER","BOSTON SCIENTIFIC CORP., MARINA BAY CUST. FULFILLMENT CENTER",678673
BOSTON SCIENTIFIC CORPORATIO,BOSTON SCIENTIFIC CORPORATIO,404958
BOSTON SCIENTIFIC CORPORATION,BOSTON SCIENTIFIC CORPORATION,505853
BOSTON SCIENTIFIC CORPOTAION,BOSTON SCIENTIFIC CORPOTAION,84977
BOSTON SCIENTIFIC COSTA RICA,BOSTON SCIENTIFIC COSTA RICA,343223
BOSTON SCIENTIFIC CRM,BOSTON SCIENTIFIC CRM,2504
BOSTON SCIENTIFIC DE COSTA RICA S.R.L.,BOSTON SCIENTIFIC DE COSTA RICA S.R.L.,557586
BOSTON SCIENTIFIC LIMITED,BOSTON SCIENTIFIC LIMITED,343576
BOSTON SCIENTIFIC NEUROMODULATION,BOSTON SCIENTIFIC NEUROMODULATION,471916
BOSTON SCIENTIFIC NEUROMODULATION CORP.,BOSTON SCIENTIFIC NEUROMODULATION CORP.,366600
BOSTON SCIENTIFIC NEUROMODULATION CORPORATION,BOSTON SCIENTIFIC NEUROMODULATION CORPORATION,869036
BOSTON SCIENTIIC CORPORATION,BOSTON SCIENTIIC CORPORATION,536747
"BOUND TREE MEDICAL, LLC","BOUND TREE MEDICAL, LLC",742545
BOVIE MEDICAL CORP,BOVIE MEDICAL CORP,621627
BOVIE MEDICAL CORP.,BOVIE MEDICAL CORP.,870028
BOVIE MEDICAL CORPORATION,BOVIE MEDICAL CORPORATION,305178
BRACCO DIAGNOSTICS INC,BRACCO DIAGNOSTICS INC,76789
BRACCO INJENEERING S.A.,BRACCO INJENEERING S.A.,319961
BRACCO INJENEERING SA,BRACCO INJENEERING SA,696196
"BRAEMAR MANUFACTURING, LLC","BRAEMAR MANUFACTURING, LLC",313396
BRAINLAB AG,BRAINLAB AG,311437
BRAINSWAY LTD.,BRAINSWAY LTD.,897184
"BRASSELER MEDICAL, LLC","BRASSELER MEDICAL, LLC",419765
"BRASSELER U.S.A. DENTAL, LLC","BRASSELER U.S.A. DENTAL, LLC",457659
"BRASSELER U.S.A. MEDICAL, LLC","BRASSELER U.S.A. MEDICAL, LLC",643559
BRASSELER USA,BRASSELER USA,598605
BRAUN GMBH WERK MARKTHEIDENFELD,BRAUN GMBH WERK MARKTHEIDENFELD,690262
BRAUN MEDICAL INDUSTRIES SDN BHD,BRAUN MEDICAL INDUSTRIES SDN BHD,886226
BREA DISCRETE MFG IO,BREA DISCRETE MFG IO,363747
BREAS MEDICAL AB,BREAS MEDICAL AB,610101
"BREG, INC","BREG, INC",234761
"BREG, INC.","BREG, INC.",636924
BRIDGES CONSUMER HEALTHCARE,BRIDGES CONSUMER HEALTHCARE,148048
BRIGHTWATER MEDICAL,BRIGHTWATER MEDICAL,597273
BRIVANT LIMITED,BRIVANT LIMITED,764700
BRIVANT LTD. T/A LAKE REGION MEDICAL,BRIVANT LTD. T/A LAKE REGION MEDICAL,736910
BRM EXTREMITIES S.R.L.,BRM EXTREMITIES S.R.L.,366246
BRODA SEATING,BRODA SEATING,276165
BRUDER HEALTHCARE,BRUDER HEALTHCARE,842275
"BRUNO INDEPENDENT LIVING AIDS, INC.","BRUNO INDEPENDENT LIVING AIDS, INC.",31867
"BRYAN MEDICAL, INC.","BRYAN MEDICAL, INC.",511834
BTG ROUND LAKE,BTG ROUND LAKE,562956
BTG YOKNEAM,BTG YOKNEAM,205178
BUFFALO FILTER,BUFFALO FILTER,678560
BUFFALO FILTER LLC,BUFFALO FILTER LLC,187572
"BUNNELL, INC.","BUNNELL, INC.",218366
"BURBANK MEDICAL SUPPLIES, INC.","BURBANK MEDICAL SUPPLIES, INC.",303863
BURKE INC.,BURKE INC.,511836
BURLINGTON MEDICAL,BURLINGTON MEDICAL,743883
BXTER HEALTHCARE CORPORATION,BXTER HEALTHCARE CORPORATION,90461
"BYTE/STRAIGHT SMILE, LLC.","BYTE/STRAIGHT SMILE, LLC.",278432
C B FLEET CO INC,C B FLEET CO INC,134993
C. R. BARD,C. R. BARD,515459
"C. R. BARD, INC.","C. R. BARD, INC.",2507
C.R BARD INC.,C.R BARD INC.,810068
C.R. BARD,C.R. BARD,24358
C.R. BARD INC.,C.R. BARD INC.,280957
C.R. BARD INC. (COVINGTON) -1018233,C.R. BARD INC. (COVINGTON) -1018233,184303
"C.R. BARD, INC.","C.R. BARD, INC.",838720
"C.R. BARD, INC. (BASD) -3006260740","C.R. BARD, INC. (BASD) -3006260740",148288
"C.R. BARD, INC. (COVINGTON)","C.R. BARD, INC. (COVINGTON)",617353
"C.R. BARD, INC. (COVINGTON) -1018233","C.R. BARD, INC. (COVINGTON) -1018233",148158
"C.R. BARD, INC. (GFO)","C.R. BARD, INC. (GFO)",833691
C2 THERAPEUTICS,C2 THERAPEUTICS,465678
CAIR L.G.L,CAIR L.G.L,69365
CAIR LGL,CAIR LGL,102453
CAIRE INC.,CAIRE INC.,856897
"CAIRE, INC.","CAIRE, INC.",114125
CALDERA MEDICAL,CALDERA MEDICAL,470431
CALDERA MEDICAL INC.,CALDERA MEDICAL INC.,609333
"CALDERA MEDICAL, INC","CALDERA MEDICAL, INC",542080
"CALDERA MEDICAL, INC.","CALDERA MEDICAL, INC.",305838
CAMERON HEALTH,CAMERON HEALTH,65802
CAMERON HEATLH,CAMERON HEATLH,172521
CAMTEC,CAMTEC,673961
CANDELA CORPORATION,CANDELA CORPORATION,212843
CANDID CARE CO,CANDID CARE CO,201541
CANON  MEDICAL SYSTEMS CORPORATION,CANON  MEDICAL SYSTEMS CORPORATION,30080
CANON MEDICAL SYSTEMS CORPORATION,CANON MEDICAL SYSTEMS CORPORATION,338578
CANÈ S.P.A.,CANÈ S.P.A.,798243
CAPITAL BEDDING,CAPITAL BEDDING,640954
"CAPSOVISION, INC","CAPSOVISION, INC",706839
CAPTIVA SPINE,CAPTIVA SPINE,664391
CARBOFIX ORTHOPEDICS LTD.,CARBOFIX ORTHOPEDICS LTD.,606996
"CARBON MEDICAL TECHNOLOGIES, INC","CARBON MEDICAL TECHNOLOGIES, INC",67652
"CARBON MEDICAL TECHNOLOGIES, INC.","CARBON MEDICAL TECHNOLOGIES, INC.",505400
CARDIAC ASSIST INC.,CARDIAC ASSIST INC.,493428
CARDIAC SCIENCE CORPORATION,CARDIAC SCIENCE CORPORATION,710167
CARDIAC SURGERY MFG KERKRADE,CARDIAC SURGERY MFG KERKRADE,48297
CARDIACASSIST INC,CARDIACASSIST INC,126993
CARDIACASSIST INC.,CARDIACASSIST INC.,428124
CARDICARE COMPANY LTD,CARDICARE COMPANY LTD,667200
CARDINAL HEALTH,CARDINAL HEALTH,659254
CARDINAL HEALTH (KENMEX MEDICAL SPECIALTIES),CARDINAL HEALTH (KENMEX MEDICAL SPECIALTIES),735412
CARDINAL HEALTH (THAILAND) 222 LIMITED,CARDINAL HEALTH (THAILAND) 222 LIMITED,86977
CARDINAL HEALTH / COVIDIEN,CARDINAL HEALTH / COVIDIEN,466465
CARDINAL HEALTH 200 LLC,CARDINAL HEALTH 200 LLC,94609
"CARDINAL HEALTH 200, INC.","CARDINAL HEALTH 200, INC.",411741
"CARDINAL HEALTH 200, LLC","CARDINAL HEALTH 200, LLC",595798
"CARDINAL HEALTH 200, LLC.","CARDINAL HEALTH 200, LLC.",803152
"CARDINAL HEALTH 303, INC.","CARDINAL HEALTH 303, INC.",323362
"CARDINAL HEALTH COMPANY / ACCESSCLOSURE, INC.","CARDINAL HEALTH COMPANY / ACCESSCLOSURE, INC.",785276
CARDINAL HEALTH LLC / COVIDIEN,CARDINAL HEALTH LLC / COVIDIEN,82846
CARDINAL HEALTH MALTA 212 LTD,CARDINAL HEALTH MALTA 212 LTD,74785
CARDINAL HEALTH MEXICO,CARDINAL HEALTH MEXICO,817190
CARDINAL HEALTH NPWT FACILITY,CARDINAL HEALTH NPWT FACILITY,530429
CARDINAL HEALTH SANTA CLARA,CARDINAL HEALTH SANTA CLARA,112253
CARDINAL HEALTH SHANGHAI,CARDINAL HEALTH SHANGHAI,88233
CARDINAL HEALTH SINGAPORE 225 PTE. LTD.,CARDINAL HEALTH SINGAPORE 225 PTE. LTD.,486083
"CARDINAL HEALTH, INC","CARDINAL HEALTH, INC",33208
"CARDINAL HEALTH, INC.","CARDINAL HEALTH, INC.",168991
"CARDINAL HEALTH200, LCC","CARDINAL HEALTH200, LCC",307162
CARDINAL HEALTHCARE,CARDINAL HEALTHCARE,81265
CARDIOFOCUS,CARDIOFOCUS,68689
CARDIOQUIP,CARDIOQUIP,610679
CARDIOQUIP LLC,CARDIOQUIP LLC,641083
"CARDIOQUIP, LLC","CARDIOQUIP, LLC",820814
CARDIOVASCULAR SYSTEMS INC,CARDIOVASCULAR SYSTEMS INC,208558
CARDIOVASCULAR SYSTEMS INC.,CARDIOVASCULAR SYSTEMS INC.,231625
"CARDIOVASCULAR SYSTEMS INC.,","CARDIOVASCULAR SYSTEMS INC.,",159845
CARDIOVASCULAR SYSTEMS INCORPORATED,CARDIOVASCULAR SYSTEMS INCORPORATED,693570
"CARDIOVASCULAR SYSTEMS, INC.","CARDIOVASCULAR SYSTEMS, INC.",576710
"CARDIOVASCULAR SYSTEMS, INC. (ABBOTT)","CARDIOVASCULAR SYSTEMS, INC. (ABBOTT)",434137
CARDIVA MEDICAL INC.,CARDIVA MEDICAL INC.,29408
"CARDIVA MEDICAL, INC","CARDIVA MEDICAL, INC",824431
"CARDIVA MEDICAL, INC.","CARDIVA MEDICAL, INC.",479342
"CAREFREE SURGICAL SPECIALTIES, INC.","CAREFREE SURGICAL SPECIALTIES, INC.",255748
CAREFUSION,CAREFUSION,602090
CAREFUSION - SAN DIEGO - CA,CAREFUSION - SAN DIEGO - CA,383222
"CAREFUSION 213, LLC 0113","CAREFUSION 213, LLC 0113",735460
"CAREFUSION 2200, INC","CAREFUSION 2200, INC",842919
"CAREFUSION 2200, INC.","CAREFUSION 2200, INC.",394286
CAREFUSION 303,CAREFUSION 303,30493
CAREFUSION 303 INC,CAREFUSION 303 INC,65811
"CAREFUSION 303, INC","CAREFUSION 303, INC",861858
"CAREFUSION 303, INC.","CAREFUSION 303, INC.",570342
CAREFUSION CORPORATION,CAREFUSION CORPORATION,261900
CAREFUSION SD,CAREFUSION SD,2090
"CAREFUSION, 303","CAREFUSION, 303",676772
"CAREFUSION, 303 INC.","CAREFUSION, 303 INC.",573647
"CAREFUSION, INC","CAREFUSION, INC",245312
"CARESONO TECHNOLOGY CO., LTD.","CARESONO TECHNOLOGY CO., LTD.",696646
CARESTREAM HEALTH,CARESTREAM HEALTH,686867
CARESTREAM HEALTH INC.,CARESTREAM HEALTH INC.,252236
"CARESTREAM HEALTH, INC.","CARESTREAM HEALTH, INC.",413851
CAREX HEALTH BRAND / COMPASS HEALTH BRANDS (CORPORATE OFFICE),CAREX HEALTH BRAND / COMPASS HEALTH BRANDS (CORPORATE OFFICE),426604
CARL ZEISS MEDITEC AG (JENA),CARL ZEISS MEDITEC AG (JENA),627337
CARL ZEISS MEDITEC AG (OBERKOCHEN),CARL ZEISS MEDITEC AG (OBERKOCHEN),101589
CARL ZEISS MEDITEC CATARACT TECHNOLOGY INC.,CARL ZEISS MEDITEC CATARACT TECHNOLOGY INC.,134206
"CARL ZEISS MEDITEC CATARACT TECHNOLOGY, INC.","CARL ZEISS MEDITEC CATARACT TECHNOLOGY, INC.",440068
CARL ZEISS MEDITEC INC,CARL ZEISS MEDITEC INC,787925
CARL ZEISS MEDITEC PRODUCTION LLC,CARL ZEISS MEDITEC PRODUCTION LLC,663706
"CARL ZEISS MEDITEC, INC.","CARL ZEISS MEDITEC, INC.",571739
CAROL COLE COMPANY,CAROL COLE COMPANY,747922
CARTIVA,CARTIVA,639888
"CARTIVA, INC","CARTIVA, INC",647652
"CARTIVA, INC.","CARTIVA, INC.",876855
CASE MEDICAL INC.,CASE MEDICAL INC.,518543
CATALYST ORTHOSCIENCE,CATALYST ORTHOSCIENCE,579722
"CATHERA, INC.","CATHERA, INC.",274031
CAYENNE MEDICAL,CAYENNE MEDICAL,1853
CAYENNE MEDICAL INC.,CAYENNE MEDICAL INC.,326409
CC HSING COMPANTY LIMITED,CC HSING COMPANTY LIMITED,900822
CC WELLNESS LLC,CC WELLNESS LLC,83315
CELESTICA DE MONTERREY S.A DE C.V.,CELESTICA DE MONTERREY S.A DE C.V.,170201
CELESTICA DE MONTERREY S.A. DE C.V.,CELESTICA DE MONTERREY S.A. DE C.V.,672901
CELESTICA ELECTRONICS  S  PTE LTD,CELESTICA ELECTRONICS  S  PTE LTD,826593
"CELLTRION USA INC. / HUMASIS CO., LTD.","CELLTRION USA INC. / HUMASIS CO., LTD.",404797
CELONOVA BIOSCIENCES INC- CARLSBAD,CELONOVA BIOSCIENCES INC- CARLSBAD,244173
"CELONOVA BIOSCIENCES, INC.","CELONOVA BIOSCIENCES, INC.",18329
CELSIUS MEDICAL S.L.,CELSIUS MEDICAL S.L.,416737
CENTINEL SPINE,CENTINEL SPINE,821682
CENTINEL SPINE LLC,CENTINEL SPINE LLC,384029
"CENTINEL SPINE, LLC","CENTINEL SPINE, LLC",199730
"CENTINEL SPINE, LLC.","CENTINEL SPINE, LLC.",372449
CENTURION,CENTURION,523305
"CENTURION MEDICAL PRDOUCTS / MEDLINE INDUSTRIES, INC.","CENTURION MEDICAL PRDOUCTS / MEDLINE INDUSTRIES, INC.",522634
CENTURION MEDICAL PRODUCTS,CENTURION MEDICAL PRODUCTS,450708
CENTURION MEDICAL PRODUCTS CORP,CENTURION MEDICAL PRODUCTS CORP,8336
CENTURION MEDICAL PRODUCTS CORP.,CENTURION MEDICAL PRODUCTS CORP.,836508
CENTURION MEDICAL PRODUCTS CORPORATION,CENTURION MEDICAL PRODUCTS CORPORATION,706453
"CENTURION MEDICAL PRODUCTS, LP","CENTURION MEDICAL PRODUCTS, LP",78831
CEPHEID,CEPHEID,243159
"CERENOVUS, INC.","CERENOVUS, INC.",147855
CERNER CORPORATION,CERNER CORPORATION,263918
CERUS CORPORATION,CERUS CORPORATION,157142
CETERIX ORTHOPAEDICS,CETERIX ORTHOPAEDICS,121395
"CETERIX ORTHOPAEDICS, INC","CETERIX ORTHOPAEDICS, INC",688681
CFN MEXICO 215 SA DE CV,CFN MEXICO 215 SA DE CV,263749
CH-CON,CH-CON,693486
CHAMPION MANUFACTURING,CHAMPION MANUFACTURING,622621
CHAMPION MANUFACTURING INC.,CHAMPION MANUFACTURING INC.,331943
"CHANG CHENG FA ENTERPRISE CO., LIMITED9","CHANG CHENG FA ENTERPRISE CO., LIMITED9",5967
